"hamilton-federalist" "jay-federalist" "madison-federalist"
"operations" 0.0175767003260478 0 0.00484742722799874
"original" 0.0175767003260478 0 0.00484742722799874
"perceive" 0.0131825252445358 0.0235072872590503 0.0121185680699969
"points" 0.0114248552119311 0.0235072872590503 0.0169659952979956
"prevail" 0.0123036902282335 0 0.019389708911995
"produced" 0.00966718517932628 0.0117536436295252 0.0242371361399937
"prosperity" 0.0105460201956287 0.0470145745181006 0.0145422816839962
"prudence" 0.0114248552119311 0.0587682181476258 0.00969485445599748
"regulating" 0.0140613602608382 0 0.0145422816839962
"responsibility" 0.0166978653097454 0.0117536436295252 0.00484742722799874
"revolution" 0.0131825252445358 0 0.0169659952979956
"share" 0.0131825252445358 0.0117536436295252 0.0145422816839962
"show" 0.0123036902282335 0.0117536436295252 0.0169659952979956
"simple" 0.0166978653097454 0 0.00727114084199811
"supply" 0.0123036902282335 0.0235072872590503 0.0145422816839962
"tribunals" 0.0184555353423502 0 0.00242371361399937
"vote" 0.0131825252445358 0 0.0169659952979956
"votes" 0.0140613602608382 0.0235072872590503 0.00969485445599748
"wise" 0.0105460201956287 0.105782792665726 0.00242371361399937
"work" 0.0123036902282335 0 0.019389708911995
"zeal" 0.0105460201956287 0.0117536436295252 0.0218134225259943
"about" 0.0175767003260478 0 0.00242371361399937
"adoption" 0.0140613602608382 0 0.0121185680699969
"arms" 0.0105460201956287 0.0470145745181006 0.0121185680699969
"attended" 0.0166978653097454 0 0.00484742722799874
"bound" 0.0087883501630239 0.0352609308885755 0.019389708911995
"combination" 0.0166978653097454 0.0117536436295252 0.00242371361399937
"consequently" 0.00351534006520956 0.0470145745181006 0.0315082769819918
"continue" 0.0087883501630239 0.0235072872590503 0.0218134225259943
"corruption" 0.0131825252445358 0.0117536436295252 0.0121185680699969
"debts" 0.0123036902282335 0 0.0169659952979956
"degrees" 0.0123036902282335 0.0117536436295252 0.0145422816839962
"did" 0.0105460201956287 0.0705218617771509 0.00727114084199811
"doctrine" 0.0114248552119311 0.0117536436295252 0.0169659952979956
"doing" 0.0149401952771406 0.0117536436295252 0.00727114084199811
"examples" 0.0149401952771406 0 0.00969485445599748
"formation" 0.015819030293443 0.0352609308885755 0
"friends" 0.0131825252445358 0 0.0145422816839962
"inconveniences" 0.0140613602608382 0.0117536436295252 0.00969485445599748
"journal" 0.0123036902282335 0.0470145745181006 0.00727114084199811
"justify" 0.0131825252445358 0.0235072872590503 0.00969485445599748
"numbers" 0.0166978653097454 0 0.00484742722799874
"otherwise" 0.0114248552119311 0.0117536436295252 0.0169659952979956
"pleasure" 0.0105460201956287 0.0470145745181006 0.0121185680699969
"possibility" 0.0166978653097454 0 0.00484742722799874
"project" 0.015819030293443 0 0.00727114084199811
"quarter" 0.0105460201956287 0.0117536436295252 0.019389708911995
"reasoning" 0.015819030293443 0.0117536436295252 0.00484742722799874
"receive" 0.0114248552119311 0.0470145745181006 0.00969485445599748
"requires" 0.00790951514672151 0.0117536436295252 0.0266608497539931
"sources" 0.0140613602608382 0 0.0121185680699969
"substitute" 0.015819030293443 0 0.00727114084199811
"understood" 0.0149401952771406 0 0.00969485445599748
"appearance" 0.015819030293443 0 0.00484742722799874
"appointing" 0.0149401952771406 0.0117536436295252 0.00484742722799874
"attempt" 0.0140613602608382 0 0.00969485445599748
"attend" 0.0140613602608382 0.0117536436295252 0.00727114084199811
"bias" 0.0123036902282335 0 0.0145422816839962
"citizen" 0.00703068013041912 0.0235072872590503 0.0242371361399937
"cognizance" 0.0166978653097454 0 0.00242371361399937
"comparison" 0.0087883501630239 0 0.0242371361399937
"conclusion" 0.0140613602608382 0.0117536436295252 0.00727114084199811
"connecticut" 0.015819030293443 0 0.00484742722799874
"consuls" 0.0105460201956287 0 0.019389708911995
"delegated" 0.0105460201956287 0.0117536436295252 0.0169659952979956
"efforts" 0.00966718517932628 0.0470145745181006 0.0121185680699969
"enlightened" 0.0114248552119311 0.0117536436295252 0.0145422816839962
"entitled" 0.0131825252445358 0 0.0121185680699969
"equity" 0.0149401952771406 0 0.00727114084199811
"errors" 0.00615184511411673 0.0352609308885755 0.0242371361399937
"evidently" 0.0131825252445358 0 0.0121185680699969
"examined" 0.0087883501630239 0.0117536436295252 0.0218134225259943
"exposed" 0.0114248552119311 0.0117536436295252 0.0145422816839962
"fair" 0.0114248552119311 0.0117536436295252 0.0145422816839962
"genius" 0.0149401952771406 0.0117536436295252 0.00484742722799874
"impeachment" 0.0123036902282335 0 0.0145422816839962
"institutions" 0.0131825252445358 0 0.0121185680699969
"kingdom" 0.0149401952771406 0 0.00727114084199811
"language" 0.00703068013041912 0.0117536436295252 0.0266608497539931
"larger" 0.0087883501630239 0 0.0242371361399937
"leave" 0.0149401952771406 0.0117536436295252 0.00484742722799874
"legal" 0.0123036902282335 0.0117536436295252 0.0121185680699969
"life" 0.0123036902282335 0 0.0145422816839962
"monarch" 0.0149401952771406 0 0.00727114084199811
"operate" 0.0131825252445358 0.0352609308885755 0.00484742722799874
"passed" 0.00790951514672151 0.0352609308885755 0.019389708911995
"perfect" 0.0114248552119311 0.0352609308885755 0.00969485445599748
"permanent" 0.0140613602608382 0 0.00969485445599748
"portion" 0.0123036902282335 0.0117536436295252 0.0121185680699969
"possession" 0.0140613602608382 0 0.00969485445599748
"preference" 0.0175767003260478 0 0
"produce" 0.0123036902282335 0.0117536436295252 0.0121185680699969
"promote" 0.0105460201956287 0.0705218617771509 0.00484742722799874
"proposition" 0.015819030293443 0 0.00484742722799874
"protection" 0.0087883501630239 0.0117536436295252 0.0218134225259943
"requisitions" 0.0166978653097454 0 0.00242371361399937
"rulers" 0.015819030293443 0.0117536436295252 0.00242371361399937
"sanction" 0.0149401952771406 0 0.00727114084199811
"scale" 0.00966718517932628 0.0117536436295252 0.019389708911995
"separation" 0.015819030293443 0 0.00484742722799874
"standard" 0.0114248552119311 0 0.0169659952979956
"taking" 0.0114248552119311 0.0352609308885755 0.00969485445599748
"tax" 0.015819030293443 0 0.00484742722799874
"term" 0.00263650504890717 0 0.0412031314379893
"whenever" 0.0114248552119311 0.0587682181476258 0.00484742722799874
"absolutely" 0.00527301009781434 0.0117536436295252 0.0290845633679924
"again" 0.00439417508151195 0.0117536436295252 0.0315082769819918
"clear" 0.0149401952771406 0.0117536436295252 0.00242371361399937
"compact" 0.00790951514672151 0 0.0242371361399937
"confederate" 0.0123036902282335 0 0.0121185680699969
"discussion" 0.0131825252445358 0 0.00969485445599748
"enumerated" 0.0123036902282335 0 0.0121185680699969
"evil" 0.0131825252445358 0 0.00969485445599748
"extreme" 0.0131825252445358 0 0.00969485445599748
"friday" 0.00966718517932628 0.0117536436295252 0.0169659952979956
"furnish" 0.0140613602608382 0 0.00727114084199811
"granted" 0.0123036902282335 0 0.0121185680699969
"hardly" 0.0149401952771406 0 0.00484742722799874
"hazard" 0.015819030293443 0 0.00242371361399937
"hope" 0.0140613602608382 0.0117536436295252 0.00484742722799874
"inference" 0.0123036902282335 0.0117536436295252 0.00969485445599748
"intrusted" 0.0140613602608382 0 0.00727114084199811
"longer" 0.0087883501630239 0 0.0218134225259943
"management" 0.0123036902282335 0.0235072872590503 0.00727114084199811
"material" 0.0140613602608382 0 0.00727114084199811
"myself" 0.0131825252445358 0 0.00969485445599748
"necessities" 0.015819030293443 0 0.00242371361399937
"notwithstanding" 0.00703068013041912 0.0352609308885755 0.019389708911995
"opposite" 0.00966718517932628 0.0235072872590503 0.0145422816839962
"prejudices" 0.0105460201956287 0 0.0169659952979956
"pretext" 0.0105460201956287 0 0.0169659952979956
"prevent" 0.00703068013041912 0.0470145745181006 0.0169659952979956
"reflection" 0.0140613602608382 0 0.00727114084199811
"seat" 0.0114248552119311 0 0.0145422816839962
"sentiments" 0.00790951514672151 0.0235072872590503 0.019389708911995
"serious" 0.0105460201956287 0.0117536436295252 0.0145422816839962
"set" 0.0105460201956287 0 0.0169659952979956
"stated" 0.0123036902282335 0 0.0121185680699969
"subjects" 0.00966718517932628 0.0117536436295252 0.0169659952979956
"substance" 0.0114248552119311 0 0.0145422816839962
"suggested" 0.0105460201956287 0.0117536436295252 0.0145422816839962
"territory" 0.0105460201956287 0 0.0169659952979956
"tuesday" 0.0140613602608382 0 0.00727114084199811
"usurpation" 0.0131825252445358 0 0.00969485445599748
"violence" 0.00527301009781434 0.0352609308885755 0.0242371361399937
"wants" 0.015819030293443 0 0.00242371361399937
"affect" 0.0123036902282335 0.0470145745181006 0
"appeal" 0.0114248552119311 0 0.0121185680699969
"appellate" 0.0149401952771406 0 0.00242371361399937
"apply" 0.0140613602608382 0.0235072872590503 0
"apprehension" 0.0123036902282335 0.0235072872590503 0.00484742722799874
"attempts" 0.0123036902282335 0.0117536436295252 0.00727114084199811
"authorized" 0.00966718517932628 0 0.0169659952979956
"bear" 0.0087883501630239 0.0117536436295252 0.0169659952979956
"believe" 0.0131825252445358 0.0117536436295252 0.00484742722799874
"bills" 0.0105460201956287 0 0.0145422816839962
"call" 0.0131825252445358 0 0.00727114084199811
"claims" 0.0114248552119311 0 0.0121185680699969
"connection" 0.0131825252445358 0.0117536436295252 0.00484742722799874
"conviction" 0.0123036902282335 0 0.00969485445599748
"definition" 0.00615184511411673 0 0.0266608497539931
"divided" 0.00966718517932628 0.0470145745181006 0.00727114084199811
"easily" 0.00966718517932628 0.0352609308885755 0.00969485445599748
"electors" 0.0105460201956287 0.0470145745181006 0.00484742722799874
"england" 0.0105460201956287 0.0352609308885755 0.00727114084199811
"fatal" 0.0114248552119311 0 0.0121185680699969
"fit" 0.0114248552119311 0.0117536436295252 0.00969485445599748
"fleets" 0.00790951514672151 0.0587682181476258 0.00969485445599748
"following" 0.0087883501630239 0 0.019389708911995
"gives" 0.00703068013041912 0.0235072872590503 0.019389708911995
"greatly" 0.0105460201956287 0.0470145745181006 0.00484742722799874
"hitherto" 0.0114248552119311 0.0117536436295252 0.00969485445599748
"increased" 0.0131825252445358 0.0117536436295252 0.00484742722799874
"indispensable" 0.0131825252445358 0.0117536436295252 0.00484742722799874
"integrity" 0.0105460201956287 0.0470145745181006 0.00484742722799874
"keep" 0.0114248552119311 0.0235072872590503 0.00727114084199811
"know" 0.0123036902282335 0.0117536436295252 0.00727114084199811
"latitude" 0.00966718517932628 0.0117536436295252 0.0145422816839962
"led" 0.00966718517932628 0 0.0169659952979956
"magistracy" 0.00966718517932628 0 0.0169659952979956
"mass" 0.00966718517932628 0 0.0169659952979956
"ministers" 0.0114248552119311 0.0117536436295252 0.00969485445599748
"minority" 0.00966718517932628 0 0.0169659952979956
"old" 0.00439417508151195 0.0235072872590503 0.0266608497539931
"proceedings" 0.00527301009781434 0 0.0290845633679924
"raised" 0.0149401952771406 0 0.00242371361399937
"remote" 0.0114248552119311 0 0.0121185680699969
"solid" 0.0131825252445358 0.0117536436295252 0.00484742722799874
"structure" 0.0087883501630239 0 0.019389708911995
"submitted" 0.00966718517932628 0 0.0169659952979956
"throughout" 0.00615184511411673 0.0117536436295252 0.0242371361399937
"together" 0.00966718517932628 0.0235072872590503 0.0121185680699969
"unnecessary" 0.0105460201956287 0 0.0145422816839962
"until" 0.00966718517932628 0.0117536436295252 0.0145422816839962
"urged" 0.0087883501630239 0.0117536436295252 0.0169659952979956
"useful" 0.00790951514672151 0.0705218617771509 0.00727114084199811
"wealth" 0.0131825252445358 0 0.00727114084199811
"welfare" 0.00790951514672151 0 0.0218134225259943
"year" 0.00703068013041912 0.0117536436295252 0.0218134225259943
"adopted" 0.0123036902282335 0 0.00727114084199811
"alterations" 0.00439417508151195 0 0.0290845633679924
"ancient" 0.00790951514672151 0 0.019389708911995
"apprehensions" 0.00703068013041912 0.0587682181476258 0.00969485445599748
"arts" 0.0114248552119311 0.0235072872590503 0.00484742722799874
"assent" 0.00790951514672151 0.0117536436295252 0.0169659952979956
"authors" 0.00527301009781434 0 0.0266608497539931
"chiefly" 0.0123036902282335 0 0.00727114084199811
"coin" 0.00175767003260478 0 0.0363557042099905
"constitute" 0.0149401952771406 0 0
"contain" 0.0131825252445358 0 0.00484742722799874
"continually" 0.00966718517932628 0 0.0145422816839962
"continuance" 0.0105460201956287 0.0235072872590503 0.00727114084199811
"decide" 0.0105460201956287 0.0352609308885755 0.00484742722799874
"desire" 0.0131825252445358 0 0.00484742722799874
"district" 0.00790951514672151 0 0.019389708911995
"down" 0.0123036902282335 0 0.00727114084199811
"expect" 0.0131825252445358 0.0117536436295252 0.00242371361399937
"extended" 0.00790951514672151 0.0117536436295252 0.0169659952979956
"facts" 0.0105460201956287 0.0117536436295252 0.00969485445599748
"follow" 0.0105460201956287 0.0235072872590503 0.00727114084199811
"forces" 0.0131825252445358 0.0235072872590503 0
"formidable" 0.0105460201956287 0.0352609308885755 0.00484742722799874
"forming" 0.00439417508151195 0.0470145745181006 0.019389708911995
"france" 0.00966718517932628 0.0352609308885755 0.00727114084199811
"imagine" 0.0140613602608382 0 0.00242371361399937
"inclined" 0.0140613602608382 0 0.00242371361399937
"indefinite" 0.00527301009781434 0 0.0266608497539931
"industry" 0.0131825252445358 0 0.00484742722799874
"legislation" 0.00966718517932628 0 0.0145422816839962
"loss" 0.0123036902282335 0.0235072872590503 0.00242371361399937
"obliged" 0.0123036902282335 0.0117536436295252 0.00484742722799874
"organization" 0.00966718517932628 0 0.0145422816839962
"pass" 0.0105460201956287 0.0117536436295252 0.00969485445599748
"passion" 0.00790951514672151 0 0.019389708911995
"possessed" 0.0105460201956287 0.0117536436295252 0.00969485445599748
"preceding" 0.0087883501630239 0.0117536436295252 0.0145422816839962
"prescribe" 0.0131825252445358 0 0.00484742722799874
"qualified" 0.0105460201956287 0.0117536436295252 0.00969485445599748
"relative" 0.0114248552119311 0.0470145745181006 0
"resolutions" 0.0149401952771406 0 0
"respects" 0.0105460201956287 0.0117536436295252 0.00969485445599748
"review" 0.0105460201956287 0 0.0121185680699969
"scheme" 0.0140613602608382 0 0.00242371361399937
"section" 0.0140613602608382 0.0117536436295252 0
"soon" 0.00703068013041912 0.0705218617771509 0.00727114084199811
"tranquillity" 0.0123036902282335 0.0235072872590503 0.00242371361399937
"usual" 0.0140613602608382 0 0.00242371361399937
"valuable" 0.0114248552119311 0 0.00969485445599748
"willing" 0.0105460201956287 0.0352609308885755 0.00484742722799874
"active" 0.0123036902282335 0 0.00484742722799874
"added" 0.00527301009781434 0.0117536436295252 0.0218134225259943
"advocates" 0.00703068013041912 0.0235072872590503 0.0145422816839962
"agreed" 0.00527301009781434 0.0117536436295252 0.0218134225259943
"alarm" 0.0105460201956287 0 0.00969485445599748
"ambitious" 0.0114248552119311 0 0.00727114084199811
"benefit" 0.0114248552119311 0.0117536436295252 0.00484742722799874
"candid" 0.00790951514672151 0.0235072872590503 0.0121185680699969
"capable" 0.00966718517932628 0.0117536436295252 0.00969485445599748
"carolina" 0.0105460201956287 0 0.00969485445599748
"conclude" 0.0140613602608382 0 0
"consists" 0.00615184511411673 0.0235072872590503 0.0169659952979956
"criminal" 0.0123036902282335 0 0.00484742722799874
"critical" 0.00790951514672151 0 0.0169659952979956
"determination" 0.0123036902282335 0 0.00484742722799874
"dignity" 0.0123036902282335 0 0.00484742722799874
"directed" 0.00703068013041912 0.0352609308885755 0.0121185680699969
"distinction" 0.0114248552119311 0 0.00727114084199811
"error" 0.00790951514672151 0 0.0169659952979956
"execute" 0.00966718517932628 0.0117536436295252 0.00969485445599748
"executed" 0.0087883501630239 0.0117536436295252 0.0121185680699969
"fail" 0.0114248552119311 0 0.00727114084199811
"fixed" 0.0105460201956287 0 0.00969485445599748
"giving" 0.00966718517932628 0 0.0121185680699969
"ideas" 0.00527301009781434 0.0117536436295252 0.0218134225259943
"ill" 0.0140613602608382 0 0
"imposed" 0.00790951514672151 0.0117536436295252 0.0145422816839962
"inconvenience" 0.0123036902282335 0.0117536436295252 0.00242371361399937
"lie" 0.00790951514672151 0 0.0169659952979956
"love" 0.00966718517932628 0.0352609308885755 0.00484742722799874
"maintain" 0.0105460201956287 0 0.00969485445599748
"markets" 0.0123036902282335 0.0235072872590503 0
"method" 0.0114248552119311 0 0.00727114084199811
"minds" 0.00966718517932628 0.0352609308885755 0.00484742722799874
"motive" 0.00966718517932628 0.0117536436295252 0.00969485445599748
"oppose" 0.0105460201956287 0 0.00969485445599748
"pay" 0.0105460201956287 0.0117536436295252 0.00727114084199811
"perpetual" 0.0123036902282335 0 0.00484742722799874
"precaution" 0.00615184511411673 0 0.0218134225259943
"prerogative" 0.0087883501630239 0 0.0145422816839962
"presume" 0.0123036902282335 0.0117536436295252 0.00242371361399937
"prohibition" 0.00966718517932628 0 0.0121185680699969
"reality" 0.0114248552119311 0 0.00727114084199811
"reasonable" 0.0114248552119311 0 0.00727114084199811
"remains" 0.0105460201956287 0 0.00969485445599748
"respecting" 0.0123036902282335 0.0117536436295252 0.00242371361399937
"scarcely" 0.0114248552119311 0 0.00727114084199811
"service" 0.0123036902282335 0 0.00484742722799874
"stability" 0.0114248552119311 0 0.00727114084199811
"superiority" 0.0105460201956287 0 0.00969485445599748
"total" 0.0140613602608382 0 0
"treasury" 0.0105460201956287 0 0.00969485445599748
"tried" 0.0105460201956287 0.0352609308885755 0.00242371361399937
"uniform" 0.0087883501630239 0.0235072872590503 0.00969485445599748
"virtue" 0.0105460201956287 0.0235072872590503 0.00484742722799874
"voice" 0.00439417508151195 0.0235072872590503 0.0218134225259943
"wish" 0.00527301009781434 0.0470145745181006 0.0145422816839962
"abuse" 0.0123036902282335 0 0.00242371361399937
"accordingly" 0.00790951514672151 0.0117536436295252 0.0121185680699969
"activity" 0.00790951514672151 0.0117536436295252 0.0121185680699969
"admiralty" 0.0123036902282335 0 0.00242371361399937
"ambassadors" 0.0105460201956287 0 0.00727114084199811
"ample" 0.0105460201956287 0.0117536436295252 0.00484742722799874
"assigned" 0.00966718517932628 0.0117536436295252 0.00727114084199811
"besides" 0.00527301009781434 0.0117536436295252 0.019389708911995
"capacities" 0.0087883501630239 0 0.0121185680699969
"celebrated" 0.00703068013041912 0.0117536436295252 0.0145422816839962
"collection" 0.0123036902282335 0 0.00242371361399937
"competent" 0.00966718517932628 0.0117536436295252 0.00727114084199811
"concerns" 0.0105460201956287 0.0235072872590503 0.00242371361399937
"concert" 0.00703068013041912 0.0235072872590503 0.0121185680699969
"conclusive" 0.0087883501630239 0.0117536436295252 0.00969485445599748
"concur" 0.0087883501630239 0.0117536436295252 0.00969485445599748
"declaration" 0.00790951514672151 0 0.0145422816839962
"declares" 0.00966718517932628 0 0.00969485445599748
"defect" 0.00703068013041912 0 0.0169659952979956
"delicate" 0.00790951514672151 0.0117536436295252 0.0121185680699969
"demand" 0.00790951514672151 0.0117536436295252 0.0121185680699969
"dependent" 0.0087883501630239 0 0.0121185680699969
"destroy" 0.00966718517932628 0 0.00969485445599748
"dissolution" 0.0087883501630239 0.0117536436295252 0.00969485445599748
"distribution" 0.0087883501630239 0 0.0121185680699969
"effectually" 0.00527301009781434 0.0235072872590503 0.0169659952979956
"enumeration" 0.00351534006520956 0 0.0266608497539931
"equality" 0.00615184511411673 0.0235072872590503 0.0145422816839962
"establishing" 0.00790951514672151 0 0.0145422816839962
"event" 0.00439417508151195 0.0117536436295252 0.0218134225259943
"evidence" 0.0087883501630239 0 0.0121185680699969
"extraordinary" 0.0114248552119311 0.0117536436295252 0.00242371361399937
"eye" 0.0087883501630239 0.0235072872590503 0.00727114084199811
"fear" 0.0105460201956287 0.0235072872590503 0.00242371361399937
"firmness" 0.0105460201956287 0 0.00727114084199811
"hereditary" 0.00790951514672151 0 0.0145422816839962
"heretofore" 0.0114248552119311 0.0117536436295252 0.00242371361399937
"imagined" 0.0123036902282335 0 0.00242371361399937
"inducements" 0.00703068013041912 0.0470145745181006 0.00727114084199811
"inquiry" 0.0114248552119311 0 0.00484742722799874
"insurrection" 0.0105460201956287 0 0.00727114084199811
"interference" 0.0105460201956287 0.0117536436295252 0.00484742722799874
"island" 0.00790951514672151 0.0235072872590503 0.00969485445599748
"jersey" 0.0114248552119311 0 0.00484742722799874
"judicious" 0.0114248552119311 0.0117536436295252 0.00242371361399937
"lands" 0.0131825252445358 0 0
"late" 0.00966718517932628 0.0235072872590503 0.00484742722799874
"lead" 0.0087883501630239 0.0235072872590503 0.00727114084199811
"league" 0.00966718517932628 0 0.00969485445599748
"madison" 0 0 0.0363557042099905
"maxims" 0.0123036902282335 0 0.00242371361399937
"nearly" 0.0114248552119311 0 0.00484742722799874
"nine" 0.0087883501630239 0 0.0121185680699969
"open" 0.0123036902282335 0 0.00242371361399937
"opportunity" 0.00966718517932628 0.0235072872590503 0.00484742722799874
"particulars" 0.0087883501630239 0 0.0121185680699969
"permit" 0.0105460201956287 0.0117536436295252 0.00484742722799874
"practicable" 0.00966718517932628 0.0117536436295252 0.00727114084199811
"previous" 0.00966718517932628 0 0.00969485445599748
"privilege" 0.00966718517932628 0 0.00969485445599748
"proceeded" 0.00703068013041912 0.0117536436295252 0.0145422816839962
"proof" 0.00790951514672151 0 0.0145422816839962
"raising" 0.0114248552119311 0 0.00484742722799874
"reasonably" 0.0114248552119311 0.0117536436295252 0.00242371361399937
"received" 0.0087883501630239 0.0235072872590503 0.00727114084199811
"regulated" 0.00790951514672151 0.0352609308885755 0.00727114084199811
"resource" 0.0114248552119311 0 0.00484742722799874
"respectable" 0.0087883501630239 0.0117536436295252 0.00969485445599748
"room" 0.0114248552119311 0.0235072872590503 0
"select" 0.0087883501630239 0.0352609308885755 0.00484742722799874
"sensible" 0.00790951514672151 0 0.0145422816839962
"since" 0.0087883501630239 0.0117536436295252 0.00969485445599748
"sound" 0.0087883501630239 0.0235072872590503 0.00727114084199811
"station" 0.0123036902282335 0 0.00242371361399937
"supported" 0.00703068013041912 0 0.0169659952979956
"theory" 0.0105460201956287 0 0.00727114084199811
"treason" 0.0105460201956287 0 0.00727114084199811
"tribunal" 0.0105460201956287 0 0.00727114084199811
"truly" 0.0105460201956287 0 0.00727114084199811
"turn" 0.00790951514672151 0.0235072872590503 0.00969485445599748
"unfriendly" 0.00790951514672151 0.0235072872590503 0.00969485445599748
"unite" 0.0114248552119311 0.0117536436295252 0.00242371361399937
"agree" 0.00966718517932628 0 0.00727114084199811
"although" 0.00087883501630239 0.0587682181476258 0.019389708911995
"arbitrary" 0.0105460201956287 0 0.00484742722799874
"arise" 0.00703068013041912 0.0352609308885755 0.00727114084199811
"attempted" 0.00790951514672151 0 0.0121185680699969
"bad" 0.0114248552119311 0 0.00242371361399937
"carried" 0.00703068013041912 0.0117536436295252 0.0121185680699969
"condition" 0.00966718517932628 0 0.00727114084199811
"conferred" 0.00790951514672151 0 0.0121185680699969
"despotism" 0.0114248552119311 0 0.00242371361399937
"determine" 0.0087883501630239 0 0.00969485445599748
"discover" 0.0105460201956287 0 0.00484742722799874
"doubted" 0.00966718517932628 0 0.00727114084199811
"economy" 0.0114248552119311 0 0.00242371361399937
"embrace" 0.0105460201956287 0 0.00484742722799874
"endeavor" 0.00966718517932628 0.0117536436295252 0.00484742722799874
"exceed" 0.00703068013041912 0 0.0145422816839962
"expedients" 0.0114248552119311 0 0.00242371361399937
"exports" 0.00790951514672151 0 0.0121185680699969
"finally" 0.00615184511411673 0.0117536436295252 0.0145422816839962
"firm" 0.00790951514672151 0 0.0121185680699969
"fourth" 0.00790951514672151 0 0.0121185680699969
"houses" 0.00966718517932628 0 0.00727114084199811
"hundred" 0.00615184511411673 0 0.0169659952979956
"imposts" 0.0087883501630239 0 0.00969485445599748
"inferred" 0.0105460201956287 0 0.00484742722799874
"inquiries" 0.0087883501630239 0.0117536436295252 0.00727114084199811
"instrument" 0.00703068013041912 0 0.0145422816839962
"length" 0.00966718517932628 0 0.00727114084199811
"maritime" 0.00790951514672151 0.0117536436295252 0.00969485445599748
"moderation" 0.00966718517932628 0.0117536436295252 0.00484742722799874
"monarchy" 0.0087883501630239 0 0.00969485445599748
"nevertheless" 0.00527301009781434 0.0235072872590503 0.0145422816839962
"obtain" 0.0114248552119311 0 0.00242371361399937
"oppression" 0.0105460201956287 0 0.00484742722799874
"politics" 0.0114248552119311 0 0.00242371361399937
"press" 0.0105460201956287 0.0117536436295252 0.00242371361399937
"pretended" 0.0087883501630239 0.0352609308885755 0.00242371361399937
"productive" 0.0105460201956287 0 0.00484742722799874
"providing" 0.00615184511411673 0.0235072872590503 0.0121185680699969
"pursued" 0.00439417508151195 0.0117536436295252 0.019389708911995
"recourse" 0.0123036902282335 0 0
"relate" 0.0105460201956287 0 0.00484742722799874
"safe" 0.00966718517932628 0.0117536436295252 0.00484742722799874
"seldom" 0.00703068013041912 0.0470145745181006 0.00484742722799874
"spain" 0.00703068013041912 0.0587682181476258 0.00242371361399937
"uniformity" 0.00790951514672151 0.0117536436295252 0.00969485445599748
"used" 0.00615184511411673 0.0235072872590503 0.0121185680699969
"usually" 0.00703068013041912 0.0117536436295252 0.0121185680699969
"utmost" 0.0087883501630239 0.0352609308885755 0.00242371361399937
"virginia" 0.00615184511411673 0 0.0169659952979956
"accurate" 0.00615184511411673 0.0235072872590503 0.00969485445599748
"administered" 0.00703068013041912 0.0117536436295252 0.00969485445599748
"ages" 0.00966718517932628 0.0117536436295252 0.00242371361399937
"agriculture" 0.00966718517932628 0 0.00484742722799874
"attachment" 0.00615184511411673 0.0235072872590503 0.00969485445599748
"beget" 0.00966718517932628 0.0117536436295252 0.00242371361399937
"behavior" 0.00790951514672151 0.0117536436295252 0.00727114084199811
"belong" 0.0087883501630239 0 0.00727114084199811
"chargeable" 0.00615184511411673 0 0.0145422816839962
"combinations" 0.00790951514672151 0 0.00969485445599748
"compelled" 0.00790951514672151 0 0.00969485445599748
"composing" 0.00087883501630239 0 0.0290845633679924
"comprehend" 0.00790951514672151 0 0.00969485445599748
"concerned" 0.00790951514672151 0 0.00969485445599748
"constant" 0.00966718517932628 0.0235072872590503 0
"constantly" 0.00790951514672151 0.0352609308885755 0.00242371361399937
"convenient" 0.00527301009781434 0.0470145745181006 0.00727114084199811
"corrupt" 0.0105460201956287 0 0.00242371361399937
"county" 0.00790951514672151 0 0.00969485445599748
"deliberate" 0.0087883501630239 0.0117536436295252 0.00484742722799874
"deliberations" 0.00790951514672151 0 0.00969485445599748
"dependence" 0.00615184511411673 0 0.0145422816839962
"derive" 0.00527301009781434 0 0.0169659952979956
"design" 0.00966718517932628 0.0117536436295252 0.00242371361399937
"desirable" 0.0105460201956287 0 0.00242371361399937
"disunion" 0.00790951514672151 0 0.00969485445599748
"enterprise" 0.0105460201956287 0.0117536436295252 0
"especially" 0.00790951514672151 0.0352609308885755 0.00242371361399937
"examine" 0.00790951514672151 0.0117536436295252 0.00727114084199811
"exception" 0.00615184511411673 0 0.0145422816839962
"expressed" 0.00527301009781434 0.0117536436295252 0.0145422816839962
"expression" 0.00790951514672151 0 0.00969485445599748
"expressions" 0.00615184511411673 0 0.0145422816839962
"facility" 0.0087883501630239 0 0.00727114084199811
"faith" 0.00790951514672151 0.0352609308885755 0.00242371361399937
"favorite" 0.0105460201956287 0 0.00242371361399937
"feeble" 0.0087883501630239 0.0117536436295252 0.00484742722799874
"fellow-citizens" 0.0087883501630239 0 0.00727114084199811
"half" 0.00966718517932628 0 0.00484742722799874
"happy" 0.00527301009781434 0.0235072872590503 0.0121185680699969
"high" 0.00615184511411673 0.0352609308885755 0.00727114084199811
"impartial" 0.00966718517932628 0 0.00484742722799874
"incompatible" 0.00966718517932628 0 0.00484742722799874
"inconsiderable" 0.00966718517932628 0 0.00484742722799874
"invasion" 0.00703068013041912 0.0117536436295252 0.00969485445599748
"invested" 0.00966718517932628 0.0117536436295252 0.00242371361399937
"involve" 0.0105460201956287 0 0.00242371361399937
"jealousies" 0.00351534006520956 0.0587682181476258 0.00969485445599748
"juries" 0.0114248552119311 0 0
